profile_id,customer_id,email,loyalty_tier,marketing_opt_in,preferred_channel,birth_date,gender
CRMP-001891,CUST-002972,meagan.johnston798@gmail.com,Bronze,No,Web,1986-08-25,Female
CRMP-000576,CUST-002140,daniel.hayden895@yahoo.com,Bronze,No,In-Store,2001-05-30,Male
CRMP-000314,CUST-001001,miranda.dixon317@gmail.com,Silver,Yes,Web,1951-01-27,Male
CRMP-002291,CUST-001655,johnathan.hall471@yahoo.com,Platinum,Yes,Mobile App,1998-01-31,Male
CRMP-000397,CUST-000723, abigail.warren149@hotmail.com ,Platinum,Yes,In-Store,1989-11-21,Female
CRMP-002210,CUST-001714,  megan.johnson677@gmail.com,Bronze,Yes,Mobile App,1948-12-22,Male
CRMP-001763,CUST-000462,andrea.macias742@yahoo.com,Bronze,Yes,Mobile App,1970-05-17,Female
CRMP-002711,CUST-001862,hannah.graham675@gmail.com,Bronze,Yes,Web,1952-02-23,Female
CRMP-002402,CUST-002265,joseph.smith839@gmail.com,Bronze,Yes,Marketplace,1969-04-25,Prefer not to say
CRMP-002342,CUST-000797,christie.hodges629@hotmail.com,Silver,Yes,Web,1994-01-05,Male
CRMP-000746,CUST-002278,vincent.mclaughlin345@yahoo.com,Silver,Yes,Web,1974-06-14,Female
CRMP-001454,CUST-002539,caleb.hamilton398@hotmail.com,Bronze,No,Mobile App,1997-01-17,Male
CRMP-000830,CUST-001520,shane.ramsey302@yahoo.com,Gold,No,Mobile App,1978-06-10,Male
CRMP-002673,CUST-002052,pamela.flores439@gmail.com,Silver,No,Mobile App,06/13/1949,Male
CRMP-000390,CUST-001320,joseph.poole249@gmail.com,Platinum,No,Web,1946-08-29,Female
CRMP-001506,CUST-001444,kenneth.zuniga409@gmail.com,Silver,Yes,Web,1997-08-11,Female
CRMP-001139,CUST-002880,jeffrey.sparks431@hotmail.com,Bronze,No,Web,1943-11-28,Male
CRMP-002590,CUST-001471,amanda.aguilar156@yahoo.com,Gold,Yes,Marketplace,"June 08, 2006",Female
CRMP-000694,CUST-002381,gary.johnson322@gmail.com,Platinum,Yes,Mobile App,1958-07-15,Male
CRMP-000519,CUST-001292,rodney.colon355@gmail.com,Silver,No,Mobile App,1988-01-01,Male
CRMP-002607,CUST-001834,lisa.foley339@yahoo.com,Silver,Yes,Web,1974-10-30,female
CRMP-001427,CUST-001505,lori.baker332@hotmail.com,Bronze,Yes,Mobile App,2003-11-12,Male
CRMP-002040,CUST-000046,harry.brock937@gmail.com,Silver,No,Web,1994-09-07,Prefer not to say
CRMP-001776,CUST-002485,joseph.olson580@yahoo.com,Bronze,No,Mobile App,1977-08-02,Male
CRMP-002336,CUST-000050,joel.green342@yahoo.com,Bronze,Yes,Web,1956-06-27,Male
CRMP-000983,CUST-002296,ronnie.morgan851@hotmail.com,Bronze,Yes,Mobile App,1955-09-16,Male
CRMP-000762,CUST-002170,david.james795@yahoo.com,Silver,No,Web,1995-04-08,Male
CRMP-000143,CUST-002104,megan.cox231@gmail.com,Bronze,Yes,Mobile App,2004-07-23,Male
CRMP-002014,CUST-001020,brenda.stephens978@hotmail.com,Platinum,Yes,Web,1991-10-23,Male
CRMP-000264,CUST-001333,patrick.larson183@yahoo.com,Silver,Yes,Web,1949-02-18,Male
CRMP-002463,CUST-002550,nicholas.armstrong605@hotmail.com   ,Bronze,No,Mobile App,1956-09-13,Male
CRMP-002255,CUST-000434,jacob.brown699@gmail.com,Bronze,Yes,Mobile App,1980-01-23,Female
CRMP-000242,CUST-001409,maria.watson521@gmail.com,Bronze,Yes,Web,1972-08-07,female
CRMP-000018,cust-001038,connor.stewart861@gmail.com,Gold,No,Mobile App,1978-12-24,Female
CRMP-001525,CUST-002647,megan.edwards541@gmail.com,Bronze,No,Mobile App,1997-10-25,Male
CRMP-000683,000887,jacob.duncan38@gmail.com,Silver,No,Mobile App,1942-12-25,Female
CRMP-001879,CUST-000616,tara.nguyen340@hotmail.com,Gold,No,Mobile App,1987-10-18,Male
CRMP-000839,CUST-002624,drew.browning44@hotmail.com   ,Silver,No,In-Store,2006-12-08,Male
CRMP-002102,CUST-000523,linda.contreras305@yahoo.com,Gold,Yes,Mobile App,1999-11-26,Male
CRMP-001152,CUST-002693,lauren.stewart272@gmail.com   ,Bronze,No,Marketplace,1954-10-27,Male
CRMP-001518,CUST-001761,susan.nielsen527@gmail.com,Silver,Yes,Marketplace,2002-06-16,Male
CRMP-002218,CUST-001326,william.payne67@yahoo.com,Bronze,Yes,Web,1972-03-12,Prefer not to say
CRMP-000198,CUST-002143,jennifer.harris41@yahoo.com,Silver,No,Web,1967-12-29,Female
CRMP-001244,CUST-002114,joel.gallegos712@yahoo.com,Silver,No,Web,1996-04-07,Female
CRMP-002278,CUST-002847,julie.jones241@yahoo.com,Silver,No,Mobile App,1973-12-03,Male
CRMP-002674,CUST002522,william.casey175@yahoo.com,Gold,No,In-Store,1963-08-10,Female
CRMP-002684,CUST-002665,michael.richmond769@gmail.com,Silver,Yes,Web,1969-11-18,Female
CRMP-001706,CUST-002292,patricia.brown945@yahoo.com,Silver,No,Marketplace,1952-08-21,Male
CRMP-001415,CUST-001716,jordan.lamb726@hotmail.com,Silver,Yes,Mobile App,1977-05-02,Prefer not to say
CRMP-000296,CUST-002738,crystal.garcia911@hotmail.com,Silver,No,Web,1973-07-25,Female
CRMP-000744,CUST-000307, terri.jones417@hotmail.com ,Bronze,Yes,Web,1954-03-24,Male
CRMP-001398,CUST-000439,valerie.vincent628@gmail.com,Bronze,Yes,Mobile App,1955-11-06,MALE
CRMP-002432,CUST-001259,tyler.lopez360@gmail.com,Platinum,No,Web,1977-08-15,Female
CRMP-000510,CUST001530,madison.oliver843@hotmail.com,Gold,Yes,Mobile App,1957-03-24,Male
CRMP-001981,CUST-002235,jennifer.weber998@gmail.com,Silver,No,Mobile App,1975-03-27,Male
CRMP-000855,CUST-000967,deborah.evans631@hotmail.com,Gold,No,Mobile App,1987-05-02,Prefer not to say
CRMP-000084,CUST-001338,MICHELLE.HERNANDEZ309@GMAIL.COM,Gold,Yes,Mobile App,1990-11-02,Female
CRMP-000490,CUST-001113,richard.foster550@gmail.com,Bronze,Yes,Web,1944-07-05,Male
CRMP-000672,CUST-002877,tamara.wagner292@yahoo.com,Silver,Yes,Web,1999-08-12,Male
CRMP-000025,CUST-001421,tara.chaney190@hotmail.com,Gold,Yes,Web,1941-09-12,Male
CRMP-002746,CUST-002165,kevin.johnson377@yahoo.com,Platinum,Yes,Mobile App,2001-09-29,Male
CRMP-000072,CUST-001691,jennifer.quinn34@yahoo.com,Platinum,Yes,Web,1975-09-12,Female
CRMP-001702,CUST-002852,tiffany.carter833@yahoo.com,Bronze,Yes,Web,1952-04-22,FEMALE
CRMP-000740,CUST-001855,kevin.clark814@hotmail.com,Gold,No,Mobile App,1983-07-09,Female
CRMP-002393,CUST-000684,william.nelson930@hotmail.com,Silver,Yes,Mobile App,1943-04-21,Male
CRMP-000598,CUST-002516,adriana.wiley110@gmail.com,Gold,Yes,Web,1963-04-17,Male
CRMP-001066,CUST-001053,brandon.spencer226@hotmail.com,Bronze,Yes,Web,1966-12-31,Male
CRMP-000352,CUST-001949,brian.rivera742@yahoo.com,Bronze,No,Mobile App,1983-08-14,Male
CRMP-001827,CUST-000066,andrew.green792@gmail.com,Bronze,Yes,In-Store,1960-07-26,Male
CRMP-000131,CUST-001640,jeremy.burke142@hotmail.com,Bronze,Yes,Web,1986-04-30,Male
CRMP-002011,CUST-000407,kelly.warren553@yahoo.com,Platinum,Yes,Mobile App,13-Mar-1960,Non-binary
CRMP-001915,CUST-002890,glenda.miller363@gmail.com,Silver,Yes,Web,1993-08-04,Prefer not to say
CRMP-000959,CUST-002690,patrick.jensen162@gmail.com,Bronze,No,In-Store,1972-07-23,Male
CRMP-002594,CUST-000709,sharon.sanford300@hotmail.com,Bronze,No,Web,2001-08-13,Male
CRMP-001585,CUST-002337,leroy.jones991@yahoo.com,Gold,Yes,Web,2008-04-07,Female
CRMP-002056,CUST-002638, brittney.kemp411@yahoo.com ,Gold,Yes,Web,1950-10-16,Non-binary
CRMP-000955,CUST-000234,lori.cruz257@gmail.com,Bronze,No,Web,1957-04-20,Male
CRMP-000020,CUST-002952,jeffrey.smith702@gmail.com,Platinum,Yes,Web,2004-10-14,Male
CRMP-002814,CUST-001245,robert.peck573@hotmail.com,Bronze,Yes,In-Store,2000-03-18,Female
CRMP-000445,CUST-000567,linda.hanson106@gmail.com,Silver,No,Mobile App,2005-05-20,Female
CRMP-002692,CUST-002256,jimmy.jones751@yahoo.com,Silver,Yes,Mobile App,2007-12-14,Female
CRMP-002679,CUST-002856,christopher.schultz542@yahoo.com,Bronze,No,In-Store,1978-11-26,Female
CRMP-000056,CUST-000792,carl.price128@gmail.com,Bronze,Yes,Web,1944-01-13,Female
CRMP-000102,CUST-002695,LAURIE.DUARTE403@GMAIL.COM,Platinum,Yes,Mobile App,2003-12-18,mALE
CRMP-001752,CUST-000231,bryan.santana871@gmail.com,Bronze,Yes,Marketplace,1960-03-21,Female
CRMP-002464,CUST-002153,dustin.rodriguez726@hotmail.com,Bronze,Yes,Marketplace,"September 20, 1995",Prefer not to say
CRMP-002653,CUST-001696,victoria.medina878@hotmail.com,Bronze,No,Mobile App,1947-09-01,Non-binary
CRMP-002347,CUST-001988,kristi.brown578@hotmail.com,Silver,No,Web,1980-09-19,Male
CRMP-002159,CUST-000749,  justin.taylor193@gmail.com,Silver,Yes,Mobile App,1990-04-04,Female
CRMP-000127,CUST-000228,mary.wilson371@hotmail.com,Bronze,No,In-Store,1945-02-02,Female
CRMP-000538,CUST-000200,antonio.duran967@gmail.com,Bronze,Yes,Web,1990-06-29,Male
CRMP-000095,CUST-001602,trevor.jackson812@gmail.com,Gold,Yes,Web,1964-09-26,Female
CRMP-000261,CUST-001799,keith.jackson567@yahoo.com,Silver,No,In-Store,1954-09-12,Male
CRMP-002197,CUST-001542,brandon.davis250@hotmail.com,Gold,Yes,Marketplace,1965-05-27,Male
CRMP-001830,CUST-001489,cody.kramer194@gmail.com,Bronze,Yes,Web,1944-03-02,Non-binary
CRMP-001320,CUST-002183,joshua.reyes993@gmail.com,Silver,Yes,Marketplace,1967-11-21,Non-binary
CRMP-002437,CUST-001435,ian.cole300@hotmail.com,Gold,No,Web,1956-06-03,Female
CRMP-000179,CUST-000805,alexander.gallegos6@yahoo.com,Silver,No,Marketplace,1994-04-29,Male
CRMP-000862,CUST-000110,justin.boone567@gmail.com,Bronze,No,In-Store,1964-01-12,Male
CRMP-000880,CUST-001179,kaitlyn.wright885@hotmail.com,Bronze,Yes,Mobile App,1970-09-23,Male
CRMP-001022,CUST-002002,whitney.stevens944@yahoo.com,Bronze,No,Web,2005-10-01,Prefer not to say
CRMP-002270,CUST-981950,kylebishop@example.org,Silver,No,Web,1942-11-05,Female
CRMP-002132,CUST-000214,gina.peterson962@hotmail.com,Bronze,Yes,Web,1997-07-28,Prefer not to say
CRMP-002233,CUST-001359,april.velasquez333@hotmail.com,Bronze,No,Web,2006-11-19,male
CRMP-000328,CUST-000768,taylor.parrish149@gmail.com,Silver,No,Web,1950-10-21,Female
CRMP-002483,CUST-002233,kristen.kim665@gmail.com,Gold,Yes,Mobile App,1991-08-16,Male
CRMP-002150,CUST-000681,eddie.smith626@yahoo.com,Platinum,Yes,Mobile App,1997-05-06,Female
CRMP-000699,CUST-002976,rebecca.parker907@yahoo.com,Gold,No,In-Store,1976-04-13,Female
CRMP-001577,CUST-001039,brooke.berry911@hotmail.com,Silver,No,Mobile App,1992-11-08,Male
CRMP-002410,CUST-001425,gregory.ramirez76@gmail.com,Bronze,No,Marketplace,1946-05-18,Male
CRMP-002536,CUST-000604, molly.bass930@gmail.com ,Bronze,Yes,Mobile App,1965-07-27,Male
CRMP-000688,CUST-001459,ANDREW.MOORE821@GMAIL.COM,Platinum,No,Mobile App,1945-05-08,Female
CRMP-000776,CUST-001477,JEFFREY.AUSTIN188@HOTMAIL.COM   ,Bronze,No,Web,2005-02-05,Male
CRMP-000057,CUST-002216,vincent.marshall960@gmail.com,Silver,Yes,Mobile App,1944-09-18,Male
CRMP-000749,CUST-000734,margaret.sanchez162@gmail.com,Bronze,Yes,Web,1957-07-11,Female
CRMP-001445,CUST-000250,michael.castaneda526@yahoo.com,Bronze,No,Mobile App,1980-07-10,Female
CRMP-002697,CUST-002081,brenda.robinson664@hotmail.com,Silver,No,In-Store,1989-07-30,Female
CRMP-002527,CUST-001361,joseph.coleman516@hotmail.com,Gold,Yes,Mobile App,1970-10-22,Female
CRMP-002571,CUST-000839,david.white106@yahoo.com,Bronze,No,Mobile App,1950-12-16,Non-binary
CRMP-001407,CUST-001911,steven.goodman632@gmail.com,Silver,Yes,Marketplace,1999-03-06,Prefer not to say
CRMP-000603,CUST-001502,thomas.martin467@gmail.com,Silver,Yes,Marketplace,1991-06-29,Male
CRMP-000532,CUST-000504,francisco.rodriguez153@gmail.com,Bronze,Yes,Web,1959-07-24,Female
CRMP-000287,CUST-002086,emily.brown883@hotmail.com,Bronze,No,Mobile App,1986-05-11,Female
CRMP-002817,CUST-000334,christopher.scott425@gmail.com,Bronze,Yes,Web,1960-02-13,Female
CRMP-002091,CUST-001156,mary.hines617@hotmail.com,Bronze,No,Mobile App,1948-01-04,Female
CRMP-000495,CUST-002688,scott.obrien69@yahoo.com,,No,Mobile App,08/03/1998,Prefer not to say
CRMP-002584,CUST-001931,charles.kelly16@hotmail.com,Gold,No,Marketplace,1995-04-26,Male
CRMP-000732,CUST-001850,michael.meadows483@gmail.com,Bronze,No,Web,1978-09-12,Female
CRMP-001423,CUST-000701,matthew.rose792@hotmail.com,Platinum,Yes,Web,"September 10, 1962",Female
CRMP-001444,CUST-001818,jasmine.gross472@gmail.com,Bronze,No,Mobile App,1947-04-16,Male
CRMP-000090,CUST-000554,erin.roberts604@gmail.com,Bronze,Yes,Web,1958-02-28,Male
CRMP-001315,CUST-002531,sean.fitzgerald558@yahoo.com,Silver,No,Mobile App,1958-04-21,Female
CRMP-002797,CUST-001175,william.velazquez76@gmail.com,Silver,No,Web,1979-02-03,Male
CRMP-000773,CUST-002005,emily.adams408@yahoo.com,Silver,No,Web,1967-07-16,mALE
CRMP-000130,CUST-002006,whitney.nelson286@yahoo.com,Bronze,Yes,Mobile App,1947-10-25,Female
CRMP-002694,cust-002900,denise.watson518@yahoo.com,Silver,Yes,Marketplace,2003-05-04,Male
CRMP-000376,CUST-000848,christopher.moon289@gmail.com,Silver,No,Mobile App,1954-10-21,Female
CRMP-002779,CUST-000595,jordan.simpson852@gmail.com,Bronze,Yes,Web,03/25/1946,Male
CRMP-000704,001760,andrea.mclaughlin71@yahoo.com,Gold,Yes,In-Store,1975-01-22,Non-binary
CRMP-002758,CUST-001825,timothy.vargas272@gmail.com,,No,Web,1984-07-12,Male
CRMP-002366,CUST-000469,daniel.bailey603@hotmail.com,Gold,Yes,Mobile App,1968-01-02,Male
CRMP-001943,CUST-002809,shannon.miranda151@gmail.com,Silver,Yes,Mobile App,1947-06-24,Female
CRMP-000925,CUST-002512,margaret.reynolds534@hotmail.com,Bronze,Yes,Mobile App,1987-10-13,Male
CRMP-002042,CUST-000582,joseph.williams746@gmail.com,Silver,Yes,Marketplace,1973-09-07,mALE
CRMP-002158,CUST-002177,jacob.carr694@gmail.com,Silver,Yes,Marketplace,1954-11-09,Non-binary
CRMP-001873,CUST-002878,veronica.johnson195@gmail.com,Bronze,Yes,In-Store,1980-08-01,male
CRMP-001175,001853,patricia.olson538@hotmail.com,,No,Web,1957-03-15,Female
CRMP-001001,CUST-002680,brandi.smith651@hotmail.com,Silver,Yes,Mobile App,1962-11-18,Male
CRMP-000357,CUST-000522,cynthia.park132@gmail.com,Bronze,Yes,Marketplace,1958-01-12,Male
CRMP-001795,CUST-002674,jonathan.campbell697@hotmail.com,,Yes,Marketplace,1972-07-31,Male
CRMP-001508,CUST-000937,joshua.morgan242@gmail.com,Silver,Yes,Mobile App,1948-01-22,Male
CRMP-001611,CUST-000420,erica.compton150@hotmail.com,Bronze,No,Web,1987-09-11,Male
CRMP-000586,CUST-000898,dylan.wong650@gmail.com,Bronze,Yes,In-Store,1959-07-30,Male
CRMP-001267,CUST-002908,robert.singleton491@hotmail.com,Gold,Yes,Mobile App,1945-07-09,Male
CRMP-001697,CUST-001919,john.watson712@hotmail.com,Silver,No,Mobile App,1945-06-29,Male
CRMP-002810,CUST-002018,madison.fisher811@yahoo.com,Bronze,Yes,Mobile App,1947-02-02,Male
CRMP-000881,CUST-001157,kristen.conner392@yahoo.com,Silver,No,Web,1961-12-14,Female
CRMP-002151,CUST-000457,susan.guzman772@gmail.com,Gold,No,Marketplace,1975-04-17,Male
CRMP-002351,CUST-002801,GINA.BISHOP981@HOTMAIL.COM,Bronze,No,Web,1957-08-10,Female
CRMP-001728,CUST-002611,patrick.parks495@gmail.com,Bronze,Yes,Web,1963-02-13,Male
CRMP-001489,CUST-000394,nicole.morgan733@gmail.com,Gold,No,Web,1998-04-18,Non-binary
CRMP-000984,CUST-000108,tara.chavez26@gmail.com,Bronze,No,Mobile App,1984-08-23,Female
CRMP-002026,CUST-002540,bryan.garza106@yahoo.com,,Yes,Web,1966-04-23,Male
CRMP-000827,CUST-000169,theresa.espinoza635@yahoo.com,Bronze,Yes,Mobile App,2005-10-15,Male
CRMP-000600,CUST-002031,michelle.newman485@hotmail.com,Silver,Yes,Web,2003-05-01,Female
CRMP-002048,CUST-001809,cynthia.ryan440@gmail.com,Bronze,Yes,Mobile App,2005-08-04,MALE
CRMP-001372,CUST-000745,theresa.davis494@hotmail.com,Silver,Yes,Web,2004-10-24,Male
CRMP-000763,CUST-001232,lori.evans331@hotmail.com,Gold,No,Web,1974-10-05,Male
CRMP-001540,CUST-000711,christopher.mcneil438@gmail.com,Silver,Yes,Marketplace,1944-11-03,Female
CRMP-000231,CUST-002097,john.rosales993@gmail.com,Bronze,No,Mobile App,1977-06-12,Male
CRMP-001471,CUST-926445,cheryl00@example.com,Platinum,Yes,Mobile App,1986-06-19,Female
CRMP-001864,CUST-001729,daniel.vazquez295@hotmail.com,Silver,Yes,Mobile App,1999-06-10,Female
CRMP-001498,CUST-001785,philip.evans565@yahoo.com,Gold,Yes,Web,1944-10-17,Male
CRMP-000997,CUST-000288,juan.maxwell688@yahoo.com,Gold,No,Web,1987-07-27,Male
CRMP-001208,002454,amy.wilson340@gmail.com,Bronze,No,Web,1951-11-23,Female
CRMP-000541,CUST-000951,connie.williams922@gmail.com,Bronze,Yes,Web,1984-02-07,Male
CRMP-002421,000651,william.nielsen862@hotmail.com,Silver,Yes,Mobile App,1944-12-04,Male
CRMP-000829,CUST-001960,jeffrey.cooper387@gmail.com,Bronze,Yes,Mobile App,1970-03-06,Prefer not to say
CRMP-000330,CUST-002274,jeanne.parks704@gmail.com,Bronze,Yes,Web,1956-03-31,Male
CRMP-000471,CUST-000023,kevin.white767@hotmail.com,Bronze,No,Web,1981-11-02,Female
CRMP-001761,CUST-000176,chloe.morris520@hotmail.com,Silver,Yes,Marketplace,1969-09-21,Female
CRMP-001025,CUST-001914,sabrina.kidd286@gmail.com,Silver,Yes,Web,1985-09-29,Female
CRMP-000194,CUST-000104,jennifer.wilson279@hotmail.com,Platinum,Yes,Mobile App,1961-01-16,Female
CRMP-000680,CUST-000208,christine.grant862@gmail.com,Bronze,No,Web,1980-06-15,Female
CRMP-000395,CUST-001151, anna.bryant987@yahoo.com ,Bronze,Yes,In-Store,1941-02-11,MALE
CRMP-000753,CUST-001311,gina.powell351@gmail.com,Silver,No,In-Store,2000-07-30,Prefer not to say
CRMP-000976,CUST-000107,heather.thompson417@gmail.com,Bronze,No,Web,2008-05-12,Male
CRMP-002579,CUST-001123,mitchell.owens664@hotmail.com,Bronze,Yes,Web,1974-01-30,Male
CRMP-001668,CUST-002430,jennifer.pena613@hotmail.com,Bronze,Yes,Mobile App,1947-11-05,Female
CRMP-002273,002001,timothy.bonilla645@gmail.com,Bronze,Yes,Web,1977-04-07,Female
CRMP-000138,CUST-946707,sboyer@example.org,Bronze,No,Web,1951-10-08,female
CRMP-000514,CUST-002629,danielle.freeman996@yahoo.com,Bronze,Yes,Web,1946-04-09,Female
CRMP-002079,CUST-000489,alexander.garcia72@yahoo.com,Bronze,Yes,Mobile App,1978-10-23,Male
CRMP-002787,CUST-001908,andrew.griffith719@yahoo.com,Silver,No,Mobile App,1963-05-19,Female
CRMP-001735,CUST002109,deborah.nolan83@hotmail.com,Bronze,Yes,Web,1985-04-26,Female
CRMP-001195,CUST-002498,cathy.smith661@hotmail.com,Silver,Yes,Mobile App,1996-12-02,Male
CRMP-001125,CUST-000311,gloria.young508@gmail.com,Bronze,Yes,Mobile App,1944-09-07,Female
CRMP-000277,CUST-002899,cheryl.huynh660@yahoo.com,Bronze,Yes,Mobile App,2002-06-27,Prefer not to say
CRMP-001363,CUST-000006,ashley.atkinson500@hotmail.com,Bronze,No,Web,1981-11-08,Male
CRMP-001582,CUST-001017,  caitlyn.crawford755@gmail.com,Silver,No,Mobile App,1993-03-19,Female
CRMP-001179,CUST-002685,tonya.frazier44@hotmail.com,Silver,Yes,Web,1944-09-02,Female
CRMP-000177,CUST-002042,angela.cruz294@hotmail.com,Gold,Yes,Marketplace,1957-06-10,Female
CRMP-000592,CUST-000512,alan.farrell278@yahoo.com,Platinum,Yes,In-Store,2001-07-12,Male
CRMP-001148,CUST-001082,megan.blackwell970@gmail.com,Silver,Yes,Web,1998-03-21,Male
CRMP-002654,CUST-001823,BRANDON.BARNETT438@YAHOO.COM,Gold,No,In-Store,1942-12-16,Female
CRMP-000319,CUST-002124,brian.campbell457@yahoo.com,Silver,Yes,Web,1945-04-15,Male
CRMP-001259,CUST-002452,diane.parsons889@yahoo.com,Silver,No,Mobile App,"December 13, 1988",Non-binary
CRMP-000203,CUST-000411,holly.davis721@hotmail.com,Bronze,Yes,Mobile App,2003-11-25,Male
CRMP-002504,CUST-001274,walter.malone47@yahoo.com,Gold,Yes,Mobile App,03/09/1991,Male
CRMP-001989,CUST-001891,rita.chase660@gmail.com,Bronze,Yes,Mobile App,1970-07-23,Female
CRMP-002068,CUST-000766,jason.thomas248@gmail.com,Bronze,Yes,Marketplace,1956-03-02,Female
CRMP-002663,CUST-000683,charlotte.daniel581@gmail.com,Gold,Yes,Mobile App,2004-03-16,Non-binary
CRMP-001694,cust-001585,stephanie.schwartz540@hotmail.com,Bronze,No,In-Store,1970-02-28,Male
CRMP-000452,CUST-000810,bradley.brown363@yahoo.com,Bronze,No,Web,1970-01-06,PREFER NOT TO SAY
CRMP-000999,CUST-000236,gabriella.ryan690@hotmail.com,Gold,Yes,Web,1964-04-08,Male
CRMP-000126,CUST-002770,timothy.howell479@hotmail.com,Bronze,No,Web,2001-09-04,Non-binary
CRMP-000820,CUST-000332,anthony.maldonado865@hotmail.com,Silver,Yes,Mobile App,1969-08-30,Male
CRMP-002164,CUST-000627,hannah.fischer51@yahoo.com,Bronze,Yes,Mobile App,17-Oct-1967,Female
CRMP-001371,CUST-000510,harold.ingram583@yahoo.com,Silver,No,Mobile App,1977-04-13,Female
CRMP-000726,CUST-002434,shannon.morgan599@yahoo.com,Bronze,No,Web,1978-06-22,Female
CRMP-000287,CUST-002086,emily.brown883@hotmail.com,Bronze,No,Mobile App,1986-05-11,Female
CRMP-000189,CUST-000559,kevin.roberts937@yahoo.com,Silver,Yes,Mobile App,1950-02-13,Male
CRMP-000790,CUST-001847,desiree.edwards623@yahoo.com,Platinum,Yes,Web,1966-02-17,Female
CRMP-002290,CUST-002704,alyssa.brown506@yahoo.com,Bronze,Yes,Web,1952-04-06,Male
CRMP-000012,CUST-002947,raymond.stanley321@gmail.com,Bronze,Yes,Marketplace,1984-12-11,Female
CRMP-000601,CUST-001554,emily.edwards579@yahoo.com,Platinum,Yes,Web,1961-05-30,Male
CRMP-001015,CUST-002504,joe.mason653@hotmail.com,Bronze,No,Mobile App,1994-08-22,Prefer not to say
CRMP-002149,CUST-000162,sarah.dunn769@gmail.com,Platinum,Yes,Mobile App,1957-04-10,Male
CRMP-001974,CUST-001985,gregory.sanders189@gmail.com,Silver,No,Web,2001-07-22,Female
CRMP-000785,CUST-002932,stephen.drake287@gmail.com,,No,Web,1950-09-15,Non-binary
CRMP-002795,CUST-002295,raymond.kim73@yahoo.com,Bronze,No,Web,1969-06-05,Non-binary
CRMP-001865,CUST-002732,tyler.green42@gmail.com,Silver,Yes,Marketplace,1986-04-02,Female
CRMP-000230,CUST-002905,omar.williams367@hotmail.com,Bronze,No,Mobile App,1996-07-02,Male
CRMP-001401,CUST-000520,teresa.ray464@gmail.com,Bronze,Yes,Mobile App,"May 31, 1979",Female
CRMP-001642,CUST-002967,melissa.torres853@gmail.com,Bronze,Yes,Marketplace,1996-12-06,Male
CRMP-001048,CUST-000990,julie.cox521@hotmail.com,Gold,No,Marketplace,2000-12-22,Male
CRMP-001265,CUST-001351,alexandra.woods850@yahoo.com,Bronze,No,Mobile App,1988-09-09,Non-binary
CRMP-001011,CUST-001036,paula.gamble725@gmail.com,Platinum,Yes,Mobile App,2007-05-21,Male
CRMP-002808,CUST-002149,robert.thomas207@yahoo.com,Platinum,Yes,Web,1993-06-25,Female
CRMP-002664,CUST-000669,claudia.cunningham850@yahoo.com,Gold,No,Web,1990-07-16,Female
CRMP-002112,CUST-000794,rodney.cardenas431@gmail.com,Gold,Yes,Mobile App,1968-10-17,Male
CRMP-000864,CUST-001658,shawn.mendoza436@gmail.com,Silver,Yes,Mobile App,1979-04-10,Male
CRMP-002258,CUST-001059,rebecca.kirby604@yahoo.com,Silver,Yes,Marketplace,1959-07-25,Male
CRMP-001658,CUST-002302,vincent.flores643@yahoo.com,Bronze,Yes,In-Store,1970-04-14,Female
CRMP-000724,CUST-001675,andrew.bray881@yahoo.com,Bronze,Yes,Web,"September 04, 1971",Non-binary
CRMP-002075,CUST-001484,haley.roberts338@hotmail.com,Platinum,Yes,Web,05/01/1941,Female
CRMP-000101,CUST-000348,sherry.snyder890@gmail.com,Silver,Yes,Marketplace,1942-02-08,Male
CRMP-002310,CUST-001819,katherine.james567@gmail.com,Silver,Yes,Marketplace,1977-01-23,Male
CRMP-000759,CUST-000761,mitchell.thomas395@gmail.com,Silver,No,Marketplace,1953-04-09,Male
CRMP-001204,CUST-002622, michael.roberson110@yahoo.com ,Bronze,No,Web,1966-07-15,Male
CRMP-000268,CUST-000233,deborah.thomas418@yahoo.com,Silver,Yes,Mobile App,1991-11-19,Male
CRMP-002621,CUST-001231,mark.mckinney975@yahoo.com,Platinum,Yes,Marketplace,1966-04-04,Female
CRMP-002254,CUST-000251,tom.mcclure807@yahoo.com,Bronze,Yes,Web,1950-01-18,Female
CRMP-002708,CUST-000128,rebecca.arnold269@hotmail.com,Bronze,Yes,Mobile App,1943-08-18,Female
CRMP-002502,CUST-002557,john.ware749@gmail.com,Silver,Yes,Web,1982-06-01,Male
CRMP-001063,CUST-002397,jamie.doyle754@yahoo.com,Bronze,Yes,Web,1955-03-21,Male
CRMP-001432,CUST-000878,bradley.cook59@yahoo.com,Silver,Yes,Marketplace,1966-03-16,Female
CRMP-002740,CUST-000161,nicole.parker670@gmail.com,Silver,No,Mobile App,"August 23, 2003",Female
CRMP-000653,CUST-001163,matthew.byrd293@yahoo.com,Bronze,No,Web,1941-02-01,Male
CRMP-000338,CUST-001057,bruce.bradford781@hotmail.com,Platinum,No,Web,1973-01-10,female
CRMP-000175,CUST000743,michael.holland719@gmail.com,Silver,Yes,Marketplace,1984-04-30,Male
CRMP-002490,CUST-001475,cynthia.costa21@hotmail.com,Gold,No,Web,1961-09-19,Female
CRMP-002083,CUST-000430,lisa.mccoy645@hotmail.com,Bronze,Yes,Mobile App,1958-03-16,Male
